Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
1,Serious,15:22,Friday,Stormy,Dawn,Village Road,Wet,None,116,1
0,Minor,0:43,Wednesday,Snowy,Daylight,Urban Road,Dry,Guard,35,3
0,Minor,5:28,Saturday,Foggy,Dusk,National Highway,Under Construction,Unknown,54,4
0,Minor,2:05,Monday,Foggy,Dawn,National Highway,Wet,Signs,81,4
0,Minor,14:34,Thursday,Rainy,Dusk,Urban Road,Wet,Signals,100,3
0,Minor,11:31,Monday,Snowy,Dark,State Highway,Wet,Signs,23,3
0,Minor,7:52,Friday,Foggy,Dawn,National Highway,Under Construction,Signals,87,5
0,Minor,10:33,Monday,Foggy,Dusk,Urban Road,Under Construction,Signs,70,1
1,Minor,1:51,Thursday,Hazy,Dusk,National Highway,Under Construction,Unknown,108,2
0,Minor,0:33,Saturday,Rainy,Dawn,Village Road,Under Construction,Unknown,52,1
1,Fatal,23:35,Wednesday,Stormy,Dark,National Highway,Icy,Guard,97,1
1,Minor,17:04,Tuesday,Foggy,Dawn,Urban Road,Wet,Signs,43,2
0,Minor,13:04,Monday,Clear,Daylight,National Highway,Icy,Signs,94,1
0,Minor,22:44,Tuesday,Clear,Daylight,Village Road,Wet,Guard,44,4
0,Minor,19:35,Friday,Stormy,Dark,Village Road,Under Construction,Guard,47,4
1,Minor,17:38,Wednesday,Snowy,Dusk,National Highway,Under Construction,Unknown,26,2
0,Minor,14:46,Sunday,Rainy,Dusk,National Highway,Icy,Unknown,55,2
0,Minor,8:21,Wednesday,Hazy,Dusk,Village Road,Dry,Signs,29,3
0,Minor,17:02,Monday,Clear,Dawn,Village Road,Under Construction,Unknown,55,3
0,Minor,6:07,Saturday,Clear,Dawn,State Highway,Dry,Unknown,114,1
0,Serious,5:35,Wednesday,Stormy,Dark,State Highway,Wet,Signs,102,1
0,Minor,5:55,Monday,Snowy,Daylight,Village Road,Icy,Guard,37,2
1,Minor,2:53,Monday,Snowy,Dusk,National Highway,Dry,Signs,25,1
0,Minor,13:27,Tuesday,Stormy,Daylight,Urban Road,Dry,None,111,5
0,Minor,7:30,Wednesday,Clear,Dawn,National Highway,Under Construction,Signs,26,4
0,Minor,19:42,Monday,Rainy,Dawn,National Highway,Dry,None,31,1
1,Minor,2:52,Tuesday,Clear,Dawn,State Highway,Dry,Signs,60,1
0,Minor,1:59,Thursday,Snowy,Daylight,State Highway,Wet,None,82,3
1,Serious,18:42,Sunday,Hazy,Dark,State Highway,Icy,None,117,5
0,Minor,22:34,Tuesday,Clear,Dark,Village Road,Under Construction,Signs,44,1
0,Minor,5:49,Tuesday,Rainy,Dawn,Village Road,Under Construction,Unknown,100,4
0,Minor,18:49,Monday,Foggy,Dusk,National Highway,Dry,Signals,72,1
0,Minor,19:20,Friday,Clear,Daylight,National Highway,Wet,Unknown,52,2
0,Minor,23:12,Friday,Stormy,Dawn,Urban Road,Dry,None,106,5
0,Minor,10:57,Saturday,Foggy,Daylight,National Highway,Dry,Signs,92,1
1,Minor,14:56,Friday,Stormy,Daylight,National Highway,Under Construction,Signs,25,5
0,Serious,0:31,Tuesday,Stormy,Dark,State Highway,Dry,Signs,81,1
0,Minor,15:38,Saturday,Stormy,Dawn,State Highway,Dry,Signs,85,4
0,Minor,0:09,Monday,Clear,Dark,State Highway,Wet,Signals,28,4
0,Minor,7:28,Wednesday,Snowy,Dawn,State Highway,Under Construction,Guard,86,5
0,Minor,16:57,Sunday,Foggy,Daylight,State Highway,Icy,None,35,3
0,Fatal,7:16,Sunday,Rainy,Dark,Urban Road,Wet,Signals,108,3
0,Minor,2:22,Tuesday,Snowy,Daylight,Urban Road,Wet,Unknown,107,2
0,Minor,15:17,Tuesday,Clear,Dawn,Urban Road,Wet,Guard,112,3
0,Minor,1:32,Saturday,Stormy,Dusk,State Highway,Under Construction,Guard,74,5
0,Minor,8:16,Monday,Rainy,Dark,Village Road,Dry,Signs,59,3
0,Minor,3:22,Thursday,Foggy,Dark,State Highway,Icy,Signals,45,2
0,Minor,18:52,Tuesday,Snowy,Daylight,State Highway,Under Construction,Unknown,57,1
1,Minor,21:09,Thursday,Hazy,Daylight,Urban Road,Dry,Signs,54,3
0,Minor,8:25,Thursday,Snowy,Dusk,State Highway,Wet,Signs,106,5
0,Serious,19:05,Friday,Rainy,Dark,Urban Road,Under Construction,None,87,5
0,Minor,14:36,Monday,Clear,Dawn,State Highway,Dry,Guard,78,2
1,Minor,11:09,Sunday,Foggy,Dawn,National Highway,Icy,Unknown,33,2
1,Minor,11:34,Sunday,Rainy,Dark,Village Road,Icy,Guard,66,4
0,Serious,18:41,Thursday,Stormy,Dark,Village Road,Dry,Signals,90,4
1,Fatal,8:36,Sunday,Foggy,Dark,Urban Road,Under Construction,None,91,4
0,Minor,21:45,Monday,Snowy,Dusk,National Highway,Wet,Signs,61,1
0,Minor,11:46,Friday,Rainy,Dawn,Village Road,Dry,None,70,5
1,Minor,22:44,Monday,Snowy,Dawn,Urban Road,Wet,Signs,38,4
1,Minor,10:57,Tuesday,Snowy,Daylight,State Highway,Icy,None,85,5
0,Minor,16:14,Thursday,Snowy,Daylight,State Highway,Dry,Signs,66,2
0,Fatal,3:32,Monday,Clear,Dark,National Highway,Icy,Guard,84,1
0,Minor,17:07,Sunday,Snowy,Daylight,Village Road,Wet,Guard,61,2
0,Minor,11:38,Wednesday,Stormy,Dusk,State Highway,Wet,Guard,57,5
1,Minor,22:19,Monday,Stormy,Dawn,Urban Road,Dry,Guard,32,4
0,Minor,7:16,Thursday,Foggy,Dawn,State Highway,Dry,None,63,2
0,Minor,5:41,Friday,Hazy,Daylight,State Highway,Dry,Signs,43,3
0,Serious,16:32,Sunday,Snowy,Dark,Village Road,Icy,Guard,115,1
0,Minor,3:27,Friday,Snowy,Daylight,Village Road,Wet,None,49,5
0,Fatal,22:46,Thursday,Rainy,Dark,Urban Road,Wet,Signs,89,4
0,Minor,13:08,Sunday,Clear,Dusk,National Highway,Icy,None,57,2
1,Minor,20:47,Tuesday,Hazy,Dawn,National Highway,Dry,Guard,116,1
1,Minor,16:04,Sunday,Foggy,Dusk,State Highway,Under Construction,Signals,42,4
0,Minor,3:04,Tuesday,Hazy,Dawn,Urban Road,Dry,None,93,2
1,Minor,12:16,Friday,Snowy,Dusk,National Highway,Under Construction,Guard,76,5
1,Minor,5:46,Friday,Rainy,Daylight,National Highway,Under Construction,Unknown,98,3
1,Minor,5:43,Thursday,Clear,Dusk,State Highway,Icy,Signs,42,3
0,Minor,19:41,Tuesday,Foggy,Dusk,Urban Road,Wet,Guard,55,5
0,Minor,12:59,Friday,Hazy,Daylight,National Highway,Wet,Unknown,76,1
0,Minor,8:48,Tuesday,Foggy,Dawn,Village Road,Wet,None,20,5
0,Minor,18:22,Friday,Snowy,Dawn,Village Road,Wet,None,91,2
0,Minor,20:12,Sunday,Foggy,Daylight,State Highway,Icy,Unknown,22,1
0,Minor,2:49,Monday,Rainy,Dusk,State Highway,Under Construction,Unknown,33,3
0,Minor,20:52,Wednesday,Foggy,Dusk,State Highway,Wet,Signs,100,2
1,Minor,17:02,Sunday,Stormy,Dusk,State Highway,Under Construction,None,53,4
0,Serious,15:39,Saturday,Rainy,Dark,National Highway,Icy,Unknown,89,4
0,Minor,20:24,Monday,Hazy,Dawn,Urban Road,Dry,Signals,88,4
1,Minor,16:39,Saturday,Clear,Dusk,State Highway,Icy,Signals,70,3
1,Minor,4:07,Friday,Clear,Dawn,State Highway,Wet,Unknown,48,5
1,Minor,8:50,Wednesday,Snowy,Dusk,National Highway,Dry,Signs,118,1
1,Minor,9:33,Wednesday,Snowy,Daylight,State Highway,Icy,None,101,3
0,Minor,22:13,Friday,Stormy,Daylight,State Highway,Icy,Signals,67,2
1,Minor,21:12,Friday,Hazy,Dawn,Urban Road,Under Construction,Unknown,113,2
0,Minor,13:45,Tuesday,Clear,Dawn,Village Road,Icy,Unknown,98,4
0,Minor,23:35,Friday,Clear,Daylight,State Highway,Dry,Guard,98,1
0,Minor,5:58,Thursday,Clear,Dark,National Highway,Icy,Unknown,35,4
0,Minor,11:01,Friday,Clear,Daylight,Urban Road,Wet,Signs,76,2
0,Minor,19:50,Thursday,Foggy,Dusk,National Highway,Under Construction,Signals,116,2
0,Minor,8:04,Friday,Hazy,Dark,Urban Road,Dry,Guard,29,5
1,Minor,8:09,Tuesday,Rainy,Daylight,Urban Road,Dry,Signals,38,5
0,Serious,3:33,Thursday,Rainy,Dark,State Highway,Icy,Signals,86,5
0,Minor,3:18,Monday,Stormy,Dark,State Highway,Wet,Signs,55,4
1,Minor,1:02,Thursday,Foggy,Dark,State Highway,Under Construction,Unknown,23,1
0,Minor,23:45,Sunday,Clear,Dawn,Village Road,Dry,Signs,94,5
0,Minor,13:44,Tuesday,Clear,Daylight,Village Road,Under Construction,Unknown,52,3
0,Minor,2:43,Saturday,Snowy,Dawn,National Highway,Icy,Guard,47,5
0,Minor,22:09,Thursday,Snowy,Dawn,State Highway,Wet,Signs,115,4
0,Minor,20:11,Sunday,Stormy,Dusk,Village Road,Icy,Signs,99,1
1,Minor,10:04,Sunday,Clear,Dusk,State Highway,Under Construction,None,28,5
0,Serious,9:48,Sunday,Stormy,Dark,Village Road,Icy,Signs,94,1
0,Minor,5:59,Friday,Foggy,Dark,Village Road,Under Construction,None,25,3
1,Minor,15:39,Sunday,Rainy,Dusk,Urban Road,Dry,Unknown,68,2
1,Minor,3:23,Friday,Clear,Dusk,State Highway,Dry,Unknown,110,1
0,Minor,15:50,Saturday,Hazy,Daylight,State Highway,Icy,Unknown,95,5
0,Minor,13:54,Tuesday,Foggy,Dark,Village Road,Dry,None,41,4
0,Minor,11:43,Wednesday,Clear,Dark,State Highway,Under Construction,Unknown,67,4
0,Minor,17:47,Friday,Hazy,Dusk,Village Road,Dry,Signals,40,4
0,Minor,13:26,Sunday,Snowy,Daylight,State Highway,Wet,Signs,52,4
0,Minor,6:56,Sunday,Stormy,Dusk,Urban Road,Wet,None,100,1
1,Minor,9:20,Monday,Snowy,Dusk,State Highway,Icy,Unknown,75,4
0,Minor,2:47,Sunday,Rainy,Dawn,Urban Road,Icy,Signals,48,2
0,Minor,18:12,Tuesday,Snowy,Dark,National Highway,Icy,Signs,72,3
0,Minor,22:24,Thursday,Clear,Daylight,State Highway,Icy,Signs,59,1
0,Minor,22:05,Thursday,Hazy,Dawn,State Highway,Under Construction,Unknown,93,1
0,Minor,6:47,Sunday,Snowy,Dark,State Highway,Under Construction,Signals,37,4
0,Minor,14:32,Monday,Clear,Dusk,Urban Road,Wet,None,66,4
1,Minor,1:21,Friday,Rainy,Daylight,State Highway,Under Construction,Unknown,32,1
0,Minor,18:41,Tuesday,Hazy,Dark,State Highway,Dry,Signs,46,4
0,Minor,23:11,Monday,Snowy,Dusk,Village Road,Wet,Signs,81,4
0,Minor,23:58,Friday,Stormy,Dawn,National Highway,Icy,Signs,93,4
0,Minor,14:04,Tuesday,Stormy,Daylight,Urban Road,Icy,Unknown,115,4
0,Minor,21:13,Sunday,Hazy,Dark,Village Road,Under Construction,Guard,64,4
0,Minor,9:49,Thursday,Stormy,Dawn,Urban Road,Wet,Guard,22,5
0,Minor,13:36,Tuesday,Snowy,Dusk,Village Road,Under Construction,Guard,41,5
0,Minor,21:34,Sunday,Snowy,Dusk,National Highway,Under Construction,Signals,46,5
1,Minor,7:12,Saturday,Hazy,Dark,Village Road,Under Construction,Unknown,74,1
1,Fatal,8:04,Wednesday,Snowy,Dusk,Urban Road,Wet,Signs,86,3
1,Minor,18:52,Tuesday,Clear,Daylight,State Highway,Icy,Signals,52,1
1,Minor,18:49,Wednesday,Rainy,Dark,State Highway,Dry,Guard,21,5
0,Minor,3:41,Tuesday,Stormy,Dawn,National Highway,Icy,None,94,1
1,Serious,23:17,Wednesday,Clear,Dark,Urban Road,Wet,Signals,65,3
0,Serious,20:03,Saturday,Hazy,Dark,Urban Road,Icy,Signals,93,4
1,Minor,16:09,Thursday,Stormy,Dawn,Urban Road,Icy,Unknown,52,2
1,Minor,20:28,Friday,Clear,Dusk,National Highway,Dry,Signals,77,5
1,Minor,22:07,Wednesday,Snowy,Dawn,State Highway,Icy,Unknown,26,5
1,Minor,19:55,Saturday,Hazy,Daylight,Village Road,Icy,None,34,3
0,Minor,4:55,Wednesday,Hazy,Dusk,National Highway,Icy,Signs,45,4
0,Minor,4:35,Thursday,Stormy,Dark,Village Road,Under Construction,Signs,30,4
0,Minor,6:51,Wednesday,Snowy,Dusk,State Highway,Wet,Guard,57,2
0,Minor,16:18,Saturday,Stormy,Dusk,National Highway,Wet,Guard,46,4
0,Minor,13:43,Sunday,Foggy,Daylight,State Highway,Dry,None,26,3
0,Minor,7:22,Saturday,Clear,Dusk,Village Road,Under Construction,Signs,20,4
1,Minor,14:41,Monday,Foggy,Dusk,Urban Road,Under Construction,Guard,93,3
0,Minor,2:45,Thursday,Clear,Dusk,Urban Road,Icy,Signals,40,5
1,Fatal,13:31,Sunday,Rainy,Dark,Village Road,Wet,Unknown,98,5
1,Minor,15:00,Monday,Hazy,Dusk,Urban Road,Dry,Guard,49,5
1,Minor,17:11,Thursday,Stormy,Dawn,Village Road,Under Construction,None,113,1
1,Minor,6:47,Sunday,Rainy,Dusk,National Highway,Icy,Signs,27,5
0,Minor,15:09,Wednesday,Rainy,Daylight,National Highway,Dry,None,107,3
1,Minor,3:23,Sunday,Hazy,Dusk,National Highway,Under Construction,Unknown,102,2
1,Minor,6:10,Saturday,Hazy,Dusk,Urban Road,Dry,Unknown,22,4
0,Minor,21:18,Monday,Clear,Dark,State Highway,Under Construction,None,74,5
0,Minor,6:22,Wednesday,Foggy,Dawn,Urban Road,Dry,Guard,34,1
1,Minor,17:04,Saturday,Snowy,Dusk,Urban Road,Under Construction,Guard,55,1
0,Minor,20:46,Thursday,Clear,Dawn,State Highway,Under Construction,Signs,25,3
0,Minor,16:32,Sunday,Snowy,Daylight,State Highway,Dry,Signs,61,2
0,Minor,8:42,Saturday,Rainy,Dark,State Highway,Under Construction,Signals,69,5
0,Minor,0:54,Wednesday,Snowy,Dawn,State Highway,Under Construction,Signals,37,5
0,Serious,0:34,Monday,Foggy,Dark,Urban Road,Under Construction,Signs,102,1
1,Minor,4:57,Monday,Clear,Dusk,Village Road,Dry,Signals,69,3
0,Minor,22:16,Sunday,Hazy,Daylight,National Highway,Dry,None,49,1
0,Serious,4:16,Saturday,Foggy,Dark,Village Road,Under Construction,Guard,96,1
0,Minor,1:25,Wednesday,Foggy,Dusk,Urban Road,Under Construction,Signals,58,2
0,Minor,16:36,Tuesday,Clear,Dawn,State Highway,Dry,Signals,31,3
1,Minor,2:56,Thursday,Hazy,Daylight,National Highway,Icy,None,117,2
0,Minor,7:00,Thursday,Foggy,Daylight,National Highway,Under Construction,Unknown,78,3
0,Minor,17:54,Wednesday,Hazy,Dawn,Village Road,Icy,Signs,95,5
0,Minor,22:30,Tuesday,Stormy,Dawn,Urban Road,Dry,None,63,4
0,Minor,15:03,Monday,Stormy,Daylight,Urban Road,Under Construction,Unknown,107,4
1,Minor,2:25,Sunday,Stormy,Dark,Urban Road,Icy,None,23,3
1,Minor,1:32,Friday,Snowy,Daylight,National Highway,Dry,Guard,55,4
0,Minor,14:45,Friday,Foggy,Dawn,Village Road,Icy,None,67,1
0,Minor,15:12,Sunday,Clear,Dark,National Highway,Wet,None,33,5
0,Minor,21:09,Wednesday,Clear,Dusk,National Highway,Dry,Guard,100,5
0,Minor,16:53,Tuesday,Snowy,Daylight,State Highway,Wet,Signs,68,4
0,Minor,20:44,Tuesday,Clear,Dawn,Village Road,Dry,Unknown,86,3
0,Minor,6:55,Thursday,Stormy,Dusk,State Highway,Dry,Signals,106,1
0,Minor,3:33,Monday,Foggy,Daylight,Urban Road,Under Construction,Signs,96,3
0,Minor,3:31,Saturday,Clear,Daylight,National Highway,Wet,None,28,4
1,Serious,0:34,Tuesday,Clear,Dark,Village Road,Wet,Signals,40,5
1,Serious,21:52,Sunday,Rainy,Dawn,Urban Road,Wet,Guard,91,5
0,Minor,6:47,Saturday,Rainy,Dusk,Village Road,Dry,Signs,100,3
1,Minor,5:19,Friday,Rainy,Daylight,National Highway,Wet,Unknown,35,2
0,Minor,5:15,Saturday,Foggy,Dark,Village Road,Wet,Signs,35,3
0,Minor,4:01,Monday,Stormy,Dusk,Urban Road,Under Construction,Signs,47,2
1,Minor,11:47,Sunday,Hazy,Dusk,State Highway,Icy,Signals,70,3
1,Minor,2:52,Monday,Stormy,Daylight,National Highway,Icy,Guard,75,2
1,Serious,20:15,Saturday,Stormy,Dusk,State Highway,Wet,Guard,99,2
0,Minor,16:51,Wednesday,Foggy,Daylight,National Highway,Wet,Signs,76,2
0,Minor,21:40,Tuesday,Foggy,Dark,Urban Road,Wet,Guard,71,2
1,Fatal,8:05,Sunday,Rainy,Dark,National Highway,Wet,Signals,65,1
0,Minor,1:02,Wednesday,Clear,Dusk,State Highway,Icy,Signals,97,2
0,Minor,9:26,Saturday,Snowy,Daylight,National Highway,Under Construction,Unknown,57,2
0,Minor,21:26,Tuesday,Snowy,Dawn,Urban Road,Dry,Guard,103,5
0,Minor,10:08,Thursday,Hazy,Dark,National Highway,Wet,Unknown,67,1
0,Minor,8:07,Wednesday,Clear,Daylight,State Highway,Wet,None,60,2
0,Minor,10:59,Wednesday,Hazy,Daylight,Urban Road,Icy,Signals,117,4
1,Minor,0:53,Saturday,Rainy,Daylight,State Highway,Wet,Signs,78,1
0,Minor,2:24,Friday,Hazy,Dusk,National Highway,Under Construction,Signals,112,5
0,Minor,15:03,Saturday,Clear,Dawn,Village Road,Under Construction,None,86,3
0,Minor,22:18,Wednesday,Clear,Dusk,State Highway,Wet,Signs,93,5
0,Serious,9:25,Tuesday,Snowy,Dark,National Highway,Icy,Guard,103,5
0,Minor,7:57,Friday,Rainy,Dusk,Village Road,Wet,Guard,85,1
0,Minor,3:59,Saturday,Foggy,Daylight,Village Road,Wet,Signals,46,1
1,Minor,13:55,Sunday,Hazy,Dusk,Urban Road,Icy,Signs,51,4
0,Minor,7:34,Saturday,Snowy,Daylight,Village Road,Under Construction,Signs,75,4
1,Minor,20:05,Wednesday,Hazy,Dawn,State Highway,Dry,Unknown,29,1
0,Minor,11:18,Wednesday,Hazy,Dusk,State Highway,Wet,None,59,1
0,Minor,20:22,Thursday,Foggy,Dusk,Village Road,Under Construction,Guard,36,1
0,Minor,4:42,Saturday,Rainy,Dusk,National Highway,Wet,Signals,77,3
0,Minor,16:14,Wednesday,Clear,Daylight,State Highway,Dry,Signs,116,5
1,Minor,14:58,Sunday,Stormy,Daylight,State Highway,Icy,Guard,25,4
0,Minor,2:59,Monday,Hazy,Dusk,Urban Road,Under Construction,Signals,58,4
0,Minor,15:32,Friday,Stormy,Dusk,National Highway,Dry,Guard,37,2
1,Serious,10:37,Monday,Rainy,Dawn,Village Road,Wet,Signals,92,3
1,Minor,8:19,Friday,Stormy,Dawn,National Highway,Dry,Guard,91,1
1,Serious,13:25,Sunday,Hazy,Dark,Urban Road,Under Construction,Unknown,108,1
0,Minor,18:47,Saturday,Foggy,Dawn,Urban Road,Icy,None,114,3
1,Minor,11:07,Thursday,Stormy,Dawn,National Highway,Wet,Guard,61,4
0,Minor,19:30,Wednesday,Rainy,Dawn,Urban Road,Icy,None,23,1
0,Minor,13:10,Wednesday,Rainy,Daylight,Urban Road,Icy,Guard,39,2
0,Minor,0:48,Wednesday,Foggy,Dawn,Urban Road,Dry,Signs,47,4
0,Minor,6:05,Saturday,Stormy,Dawn,National Highway,Dry,Unknown,59,5
0,Minor,22:06,Friday,Stormy,Dusk,Urban Road,Under Construction,Unknown,84,3
0,Minor,11:00,Sunday,Clear,Daylight,Village Road,Under Construction,None,63,4
1,Minor,23:24,Wednesday,Snowy,Dark,Village Road,Icy,Signs,42,5
0,Minor,1:35,Monday,Rainy,Dark,State Highway,Under Construction,Signals,76,2
0,Minor,3:41,Wednesday,Clear,Dawn,Village Road,Icy,Unknown,66,3
0,Minor,19:33,Saturday,Rainy,Dark,State Highway,Wet,Signs,32,1
1,Minor,18:40,Sunday,Clear,Dark,National Highway,Icy,Signs,35,1
0,Serious,16:18,Thursday,Snowy,Dark,Urban Road,Under Construction,None,109,5
0,Minor,8:05,Sunday,Clear,Dawn,Village Road,Under Construction,Signs,74,4
1,Serious,9:55,Monday,Rainy,Dark,State Highway,Icy,Signs,114,2
1,Minor,18:13,Wednesday,Stormy,Dawn,National Highway,Dry,Signals,84,5
0,Minor,21:36,Wednesday,Rainy,Dusk,State Highway,Icy,None,100,2
0,Minor,8:23,Tuesday,Hazy,Dusk,Urban Road,Icy,None,35,2
1,Minor,14:47,Friday,Foggy,Dark,Village Road,Dry,Signs,56,2
0,Minor,16:41,Monday,Foggy,Dusk,National Highway,Wet,Signals,71,3
0,Minor,19:48,Tuesday,Hazy,Dawn,State Highway,Dry,Guard,29,5
1,Minor,3:08,Sunday,Foggy,Dusk,National Highway,Under Construction,Unknown,57,3
0,Minor,11:59,Thursday,Foggy,Dark,State Highway,Dry,None,63,4
0,Minor,15:15,Friday,Snowy,Dawn,State Highway,Under Construction,Signals,114,4
0,Minor,16:18,Monday,Stormy,Daylight,Urban Road,Under Construction,Signals,93,1
0,Minor,17:29,Wednesday,Stormy,Dawn,Urban Road,Icy,Signs,73,1
0,Minor,17:11,Sunday,Rainy,Dusk,State Highway,Icy,Unknown,117,1
1,Minor,11:58,Monday,Hazy,Daylight,Village Road,Wet,None,70,4
0,Minor,23:36,Wednesday,Clear,Dawn,National Highway,Under Construction,Guard,71,2
0,Minor,6:03,Friday,Rainy,Daylight,National Highway,Icy,Signs,89,2
0,Minor,14:44,Wednesday,Rainy,Daylight,Urban Road,Under Construction,None,111,5
0,Minor,8:33,Thursday,Rainy,Daylight,Village Road,Wet,None,111,4
1,Minor,23:42,Sunday,Rainy,Dawn,State Highway,Under Construction,Signals,78,1
0,Minor,8:14,Saturday,Stormy,Dusk,Urban Road,Wet,Unknown,32,4
0,Minor,11:36,Wednesday,Clear,Dawn,State Highway,Wet,Guard,60,2
0,Minor,13:41,Thursday,Rainy,Dusk,State Highway,Wet,Unknown,31,2
0,Minor,15:28,Saturday,Stormy,Dawn,Urban Road,Icy,Signals,69,3
0,Minor,20:25,Sunday,Rainy,Dawn,Village Road,Dry,Guard,76,3
1,Minor,11:52,Friday,Foggy,Dawn,National Highway,Dry,Guard,69,5
1,Minor,13:16,Friday,Rainy,Dusk,Urban Road,Icy,Signs,76,4
0,Minor,10:18,Sunday,Hazy,Dawn,Village Road,Under Construction,Guard,73,3
0,Minor,15:53,Sunday,Hazy,Daylight,State Highway,Icy,None,85,3
1,Minor,7:31,Monday,Rainy,Dawn,Urban Road,Under Construction,Unknown,27,4
1,Serious,21:34,Thursday,Snowy,Daylight,National Highway,Wet,Unknown,82,2
0,Minor,18:43,Thursday,Foggy,Dark,National Highway,Icy,Signs,28,5
0,Minor,5:17,Sunday,Clear,Dark,State Highway,Dry,Guard,79,5
0,Minor,18:38,Tuesday,Rainy,Dusk,Urban Road,Under Construction,Signals,82,5
1,Minor,12:57,Tuesday,Clear,Dusk,National Highway,Icy,None,91,3
1,Minor,1:45,Saturday,Foggy,Dark,Urban Road,Icy,Signs,22,2
0,Minor,19:15,Saturday,Rainy,Dawn,National Highway,Under Construction,Guard,92,5
0,Minor,22:42,Tuesday,Snowy,Dawn,State Highway,Wet,Signals,32,4
1,Minor,2:38,Sunday,Stormy,Dawn,State Highway,Wet,Guard,28,5
1,Serious,18:39,Sunday,Snowy,Dark,Urban Road,Wet,Signs,114,1
1,Fatal,16:14,Saturday,Snowy,Daylight,Village Road,Wet,Signals,108,2
1,Minor,23:31,Wednesday,Stormy,Dusk,Village Road,Under Construction,Signals,71,1
0,Minor,18:36,Sunday,Stormy,Daylight,State Highway,Dry,Signals,81,2
0,Minor,20:41,Tuesday,Hazy,Dark,National Highway,Icy,Signals,27,4
0,Minor,8:15,Thursday,Stormy,Daylight,Village Road,Icy,Guard,114,3
0,Minor,18:01,Sunday,Rainy,Dawn,State Highway,Wet,Signals,64,3
0,Minor,9:08,Sunday,Clear,Dawn,National Highway,Under Construction,Guard,72,2
1,Minor,6:37,Wednesday,Hazy,Daylight,National Highway,Dry,Signals,82,5
0,Serious,9:54,Saturday,Hazy,Dark,Village Road,Dry,Signals,114,1
1,Minor,3:54,Sunday,Clear,Daylight,State Highway,Icy,Signs,100,4
0,Minor,1:47,Friday,Hazy,Dawn,National Highway,Wet,Guard,76,5
1,Minor,3:40,Monday,Stormy,Dawn,National Highway,Icy,Guard,73,3
0,Minor,4:26,Tuesday,Snowy,Dark,Urban Road,Icy,Unknown,38,5
0,Minor,17:18,Friday,Foggy,Daylight,Urban Road,Dry,Signs,86,1
0,Minor,4:38,Saturday,Stormy,Dawn,Village Road,Under Construction,Guard,65,3
0,Minor,10:51,Thursday,Snowy,Dawn,Urban Road,Dry,Signs,113,2
1,Minor,10:41,Monday,Snowy,Daylight,State Highway,Icy,Signs,29,4
1,Serious,19:46,Friday,Hazy,Daylight,Village Road,Wet,Signs,112,4
0,Minor,14:01,Monday,Rainy,Dusk,Village Road,Wet,None,37,3
0,Minor,6:29,Tuesday,Rainy,Dark,Urban Road,Under Construction,Guard,31,2
0,Minor,16:30,Saturday,Hazy,Dark,National Highway,Under Construction,Signs,68,1
0,Minor,10:44,Sunday,Hazy,Daylight,State Highway,Under Construction,None,42,4
1,Fatal,3:13,Thursday,Clear,Dark,State Highway,Icy,None,81,3
1,Minor,6:44,Saturday,Clear,Dawn,State Highway,Icy,Signals,30,4
0,Minor,8:25,Monday,Foggy,Daylight,Village Road,Under Construction,Signals,92,2
1,Minor,22:14,Friday,Foggy,Daylight,State Highway,Wet,Guard,75,1
0,Minor,16:41,Tuesday,Foggy,Daylight,National Highway,Wet,Signals,107,2
1,Serious,20:13,Tuesday,Foggy,Dusk,National Highway,Wet,Guard,108,5
0,Minor,13:17,Saturday,Snowy,Dark,Urban Road,Icy,None,74,2
1,Minor,6:06,Sunday,Snowy,Dusk,State Highway,Dry,None,44,2
1,Minor,22:40,Friday,Clear,Dawn,Village Road,Wet,Guard,28,4
0,Minor,6:41,Sunday,Rainy,Dark,Urban Road,Wet,Signals,31,2
1,Minor,3:11,Sunday,Hazy,Dusk,National Highway,Wet,Signals,30,3
0,Minor,18:44,Friday,Rainy,Daylight,State Highway,Under Construction,Guard,57,4
0,Minor,9:19,Monday,Stormy,Dusk,National Highway,Icy,Unknown,47,4
0,Minor,23:32,Saturday,Snowy,Daylight,Urban Road,Under Construction,Signals,27,5
1,Minor,0:07,Saturday,Foggy,Dusk,National Highway,Under Construction,Signs,93,3
1,Minor,9:21,Wednesday,Foggy,Dusk,State Highway,Dry,Signals,108,2
1,Minor,1:35,Saturday,Stormy,Dusk,State Highway,Under Construction,Unknown,66,5
1,Minor,10:24,Tuesday,Rainy,Daylight,Urban Road,Dry,None,55,3
0,Minor,19:32,Monday,Foggy,Dusk,State Highway,Under Construction,None,69,5
1,Serious,3:25,Friday,Rainy,Dark,National Highway,Wet,None,28,1
0,Minor,3:05,Saturday,Hazy,Dark,National Highway,Icy,Signals,79,2
0,Fatal,5:14,Monday,Stormy,Dark,Village Road,Under Construction,None,91,5
0,Minor,23:07,Saturday,Rainy,Daylight,Village Road,Dry,Unknown,86,1
1,Minor,15:20,Friday,Hazy,Daylight,Village Road,Icy,Unknown,72,2
1,Serious,6:44,Thursday,Rainy,Dark,National Highway,Dry,Signals,101,5
0,Serious,9:22,Friday,Rainy,Dark,National Highway,Wet,Signs,118,5
